Symbol,Free Cash Flow,Repurchase Of Capital Stock,Repayment Of Debt,Issuance Of Debt,Issuance Of Capital Stock,Capital Expenditure,Interest Paid Supplemental Data,Income Tax Paid Supplemental Data,End Cash Position,Beginning Cash Position,Effect Of Exchange Rate Changes,Changes In Cash,Financing Cash Flow,Cash Flow From Continuing Financing Activities,Net Other Financing Charges,Proceeds From Stock Option Exercised,Cash Dividends Paid,Common Stock Dividend Paid,Net Common Stock Issuance,Common Stock Payments,Common Stock Issuance,Net Issuance Payments Of Debt,Net Short Term Debt Issuance,Net Long Term Debt Issuance,Long Term Debt Payments,Long Term Debt Issuance,Investing Cash Flow,Cash Flow From Continuing Investing Activities,Net Other Investing Changes,Net Investment Purchase And Sale,Sale Of Investment,Purchase Of Investment,Net Business Purchase And Sale,Sale Of Business,Purchase Of Business,Net PPE Purchase And Sale,Sale Of PPE,Purchase Of PPE,Operating Cash Flow,Cash Flow From Continuing Operating Activities,Change In Working Capital,Change In Payables And Accrued Expense,Change In Payable,Change In Account Payable,Change In Tax Payable,Change In Income Tax Payable,Change In Inventory,Change In Receivables,Changes In Account Receivables,Other Non Cash Items,Stock Based Compensation,Asset Impairment Charge,Deferred Tax,Deferred Income Tax,Depreciation Amortization Depletion,Depreciation And Amortization,Operating Gains Losses,Pension And Employee Benefit Expense,Gain Loss On Sale Of Business,Net Income From Continuing Operations,Capital Expenditure Reported,Change In Other Working Capital,Change In Other Current Assets,Change In Accrued Expense,Net Preferred Stock Issuance,Preferred Stock Payments,Change In Prepaid Assets,Amortization Cash Flow,Amortization Of Intangibles,Depreciation,Gain Loss On Investment Securities,Short Term Debt Payments,Short Term Debt Issuance,Provisionand Write Offof Assets,Gain Loss On Sale Of PPE,Change In Other Current Liabilities,Unrealized Gain Loss On Investment Securities,Earnings Losses From Equity Investments,Other Cash Adjustment Inside Changein Cash,Cash Flow From Discontinued Operation,Preferred Stock Issuance,Net Foreign Currency Exchange Gain Loss,Amortization Of Securities,Net Intangibles Purchase And Sale,Purchase Of Intangibles,Cash From Discontinued Financing Activities,Cash From Discontinued Investing Activities,Cash From Discontinued Operating Activities,Dividend Received Cfo,Preferred Stock Dividend Paid,Net Investment Properties Purchase And Sale,Sale Of Investment Properties,Purchase Of Investment Properties,Other Cash Adjustment Outside Changein Cash,Change In Interest Payable,Sale Of Intangibles,Interest Received Cfi,Dividends Received Cfi,Excess Tax Benefit From Stock Based Compensation,Interest Paid Cff,Dividend Paid Cfo,Depletion,Taxes Refund Paid,Cash Flowsfromusedin Operating Activities Direct,Classesof Cash Payments,Other Cash Paymentsfrom Operating Activities,Paymentson Behalfof Employees,Classesof Cash Receiptsfrom Operating Activities,Other Cash Receiptsfrom Operating Activities,Interest Paid Cfo
AVGO,17633000000.0,-7685000000.0,-403000000.0,0.0,122000000.0,-452000000.0,1503000000.0,1782000000.0,14189000000.0,12416000000.0,,1773000000.0,-15623000000.0,-15623000000.0,-12000000.0,,-7645000000.0,,-7563000000.0,-7685000000.0,122000000.0,-403000000.0,,-403000000.0,-403000000.0,0.0,-689000000.0,-689000000.0,-66000000.0,-118000000.0,228000000.0,-346000000.0,-53000000.0,0.0,-53000000.0,-452000000.0,,-452000000.0,18085000000.0,18085000000.0,-1643000000.0,209000000.0,209000000.0,209000000.0,,,27000000.0,-187000000.0,-187000000.0,141000000.0,2171000000.0,,-501000000.0,-501000000.0,3835000000.0,3835000000.0,,,,14082000000.0,,-1692000000.0,,,,,,3333000000.0,3333000000.0,502000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR,943200000.0,-485400000.0,-1082700000.0,1022700000.0,,-113000000.0,143000000.0,240200000.0,304400000.0,252300000.0,-600000.0,52700000.0,-855500000.0,-855500000.0,-14300000.0,72400000.0,-368200000.0,-368200000.0,-485400000.0,-485400000.0,,-60000000.0,,-60000000.0,-1082700000.0,1022700000.0,-148000000.0,-148100000.0,-700000.0,,,,-34300000.0,,-34300000.0,,,,1056200000.0,1056200000.0,-31200000.0,136500000.0,,,,,,-37400000.0,-37400000.0,-57700000.0,70600000.0,18200000.0,-119700000.0,-119700000.0,477900000.0,477900000.0,,,,698100000.0,-57400000.0,80600000.0,-235200000.0,,,,,437300000.0,437300000.0,40600000.0,,,,,,24300000.0,,,,,,,,-55600000.0,-55600000.0,,,,,,,,,,,,,,,,,,,,,,,,,
BRO,940600000.0,-39900000.0,-570600000.0,420000000.0,,-68900000.0,185800000.0,218100000.0,2302900000.0,2033200000.0,33900000.0,235800000.0,-186700000.0,-186700000.0,99000000.0,39800000.0,-135000000.0,-135000000.0,-39900000.0,-39900000.0,,-150600000.0,100000000.0,-250600000.0,-250600000.0,0.0,-587000000.0,-587000000.0,,6000000.0,13200000.0,-7200000.0,-630700000.0,,-630700000.0,37700000.0,106600000.0,-68900000.0,1009500000.0,1009500000.0,-25600000.0,303200000.0,260000000.0,260000000.0,,,,599500000.0,599500000.0,-6500000.0,89400000.0,,12300000.0,12300000.0,206000000.0,206000000.0,-140100000.0,,-140300000.0,870500000.0,,50100000.0,-117700000.0,43200000.0,,,-68300000.0,166000000.0,166000000.0,40000000.0,,-320000000.0,420000000.0,,,-792400000.0,,,,,,200000.0,3500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLDR,1830537000.0,-1847409000.0,-4932221000.0,5128000000.0,,-476335000.0,186497000.0,578734000.0,66156000.0,80445000.0,,-14289000.0,-1652868000.0,-1652868000.0,-1897000.0,659000.0,,,-1847409000.0,-1847409000.0,,195779000.0,,195779000.0,-4932221000.0,5128000000.0,-668293000.0,-668293000.0,,,,,-238673000.0,0.0,-238673000.0,-429620000.0,46715000.0,-476335000.0,2306872000.0,2306872000.0,275128000.0,66046000.0,75750000.0,75750000.0,,,231457000.0,5382000.0,-12641000.0,4685000.0,48522000.0,,-102461000.0,-102461000.0,558275000.0,558275000.0,-6344000.0,,,1540555000.0,,-38698000.0,10941000.0,-9704000.0,,,,,,,,,,-11488000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BG,2186000000.0,-600000000.0,-2163000000.0,2363000000.0,,-1122000000.0,,,2623000000.0,1152000000.0,28000000.0,1443000000.0,-856000000.0,-856000000.0,-82000000.0,9000000.0,-383000000.0,-383000000.0,-600000000.0,-600000000.0,,200000000.0,398000000.0,-198000000.0,-1176000000.0,978000000.0,-1009000000.0,-1009000000.0,163000000.0,-84000000.0,49000000.0,-133000000.0,34000000.0,170000000.0,-136000000.0,,,,3308000000.0,3308000000.0,673000000.0,-939000000.0,,,,,1518000000.0,256000000.0,256000000.0,117000000.0,69000000.0,104000000.0,-1000000.0,-1000000.0,451000000.0,,-442000000.0,,,2337000000.0,-1122000000.0,-64000000.0,23000000.0,,,,-121000000.0,,,,-4000000.0,-987000000.0,1385000000.0,,,,,-157000000.0,,,,-281000000.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
BXP,1301520000.0,0.0,-1230000000.0,2547727000.0,,,553989000.0,,1612567000.0,736812000.0,,875755000.0,767916000.0,767916000.0,137998000.0,,-687809000.0,,,,,1317727000.0,0.0,1317727000.0,-1230000000.0,2547727000.0,-1193681000.0,-1193681000.0,-12177000.0,-691000.0,1496000.0,-2187000.0,-192650000.0,0.0,-192650000.0,,,,1301520000.0,1301520000.0,-162899000.0,71606000.0,41696000.0,41696000.0,,,,-131009000.0,-31470000.0,30523000.0,51478000.0,,,,832753000.0,832753000.0,233470000.0,,,291424000.0,,-77666000.0,-25640000.0,29910000.0,0.0,0.0,-7336000.0,,,832753000.0,-6073000.0,0.0,0.0,373000.0,,7146000.0,-239000.0,239543000.0,,,,,,,,,,,24637000.0,,-1020950000.0,517000.0,-1021467000.0,,29910000.0,,,32787000.0,,,,,,,,,,,,
CHRW,647835000.0,-63884000.0,-4287750000.0,3893750000.0,,-84111000.0,92571000.0,155936000.0,145524000.0,217482000.0,-3284000.0,-68674000.0,-717833000.0,-717833000.0,-25294000.0,56914000.0,-291569000.0,-291569000.0,-63884000.0,-63884000.0,,-394000000.0,-394000000.0,0.0,0.0,0.0,-82787000.0,-82787000.0,,,,,0.0,,0.0,-28665000.0,1324000.0,-29989000.0,731946000.0,731946000.0,281536000.0,-266289000.0,-203127000.0,-200843000.0,-2284000.0,-2284000.0,,675300000.0,607259000.0,5541000.0,58169000.0,,-37746000.0,-37746000.0,98985000.0,98985000.0,17698000.0,,,325129000.0,,-91182000.0,19255000.0,-63162000.0,,,-39048000.0,59416000.0,59416000.0,39569000.0,,-4287750000.0,3893750000.0,-6047000.0,,-16500000.0,,,,,,,,-54122000.0,-54122000.0,,,,,,,,,,,,,,-11319000.0,,,,,,,,,,,
CDNS,1246673000.0,-836530000.0,-150000000.0,50000000.0,132957000.0,-102503000.0,34934000.0,253700000.0,1008152000.0,882325000.0,-7527000.0,133354000.0,-803573000.0,-803573000.0,,,,,-703573000.0,-836530000.0,132957000.0,-100000000.0,-100000000.0,0.0,,0.0,-412249000.0,-412249000.0,,-111395000.0,64775000.0,-176170000.0,-198351000.0,,-198351000.0,-102337000.0,,-102337000.0,1349176000.0,1349176000.0,-98778000.0,5415000.0,,,,,-65895000.0,-11748000.0,,3245000.0,325611000.0,,-36512000.0,-36512000.0,145743000.0,145743000.0,-34602000.0,,,1041144000.0,,-21583000.0,-45784000.0,,,,39015000.0,,,145743000.0,-34602000.0,-150000000.0,50000000.0,3325000.0,,1802000.0,,,,,,,,-166000.0,-166000.0,,,,,,,,,,,,,,,,,,,,,,,,,
CZR,515000000.0,-66000000.0,-6114000000.0,5460000000.0,0.0,-1294000000.0,2132000000.0,26000000.0,1143000000.0,1303000000.0,0.0,-160000000.0,-713000000.0,-713000000.0,7000000.0,,,,-66000000.0,-66000000.0,0.0,-654000000.0,,-654000000.0,-6114000000.0,5460000000.0,-1256000000.0,-1256000000.0,36000000.0,4000000.0,4000000.0,,-2000000.0,1000000.0,-3000000.0,-1264000000.0,,-1264000000.0,1809000000.0,1809000000.0,-60000000.0,10000000.0,10000000.0,10000000.0,,,,-82000000.0,-82000000.0,211000000.0,104000000.0,95000000.0,-888000000.0,-888000000.0,1261000000.0,1261000000.0,217000000.0,,22000000.0,828000000.0,,-27000000.0,,,,,39000000.0,,,1261000000.0,-5000000.0,,,41000000.0,,,,,0.0,,,0.0,,-30000000.0,-30000000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
CPT,384016000.0,,-1814749000.0,1833235000.0,0.0,-410934000.0,128870000.0,3591000.0,268047000.0,17438000.0,,250609000.0,-417214000.0,-417214000.0,-825000.0,,-434875000.0,-434875000.0,0.0,,0.0,18486000.0,,18486000.0,-1814749000.0,1833235000.0,-127127000.0,-127127000.0,-6856000.0,,,,,,,,,,794950000.0,794950000.0,17975000.0,14607000.0,14607000.0,13639000.0,968000.0,968000.0,,,,,14512000.0,,,,574813000.0,574813000.0,-222903000.0,,,410553000.0,-410934000.0,3301000.0,-1951000.0,,,,,,,,-225416000.0,,,,,2018000.0,,0.0,,,,,,,,,,,0.0,,290663000.0,290663000.0,0.0,,,,,,,,,,,,,,,,,
CPB,668000000.0,-67000000.0,-5676000000.0,8118000000.0,2000000.0,-517000000.0,,,108000000.0,189000000.0,-1000000.0,-80000000.0,1863000000.0,1863000000.0,-69000000.0,,-445000000.0,,-65000000.0,-67000000.0,2000000.0,2442000000.0,46000000.0,2396000000.0,-100000000.0,2496000000.0,-3128000000.0,-3128000000.0,1000000.0,,,,-2612000000.0,34000000.0,-2646000000.0,-517000000.0,,-517000000.0,1185000000.0,1185000000.0,-129000000.0,-128000000.0,,,,,11000000.0,-16000000.0,-16000000.0,116000000.0,99000000.0,129000000.0,-47000000.0,-47000000.0,411000000.0,411000000.0,39000000.0,39000000.0,0.0,567000000.0,,,4000000.0,,,,,73000000.0,73000000.0,338000000.0,,-5576000000.0,5622000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COF,19614000000.0,-718000000.0,-11270000000.0,11510000000.0,299000000.0,-961000000.0,10823000000.0,1355000000.0,43755000000.0,31256000000.0,,12499000000.0,13844000000.0,13844000000.0,,10000000.0,-1159000000.0,-931000000.0,-419000000.0,-718000000.0,299000000.0,240000000.0,,240000000.0,-11270000000.0,11510000000.0,-21920000000.0,-21920000000.0,-1325000000.0,-1315000000.0,9131000000.0,-10446000000.0,-2785000000.0,,-2785000000.0,-961000000.0,,-961000000.0,20575000000.0,20575000000.0,2325000000.0,122000000.0,122000000.0,122000000.0,,,,-359000000.0,-359000000.0,-119000000.0,513000000.0,,-723000000.0,-723000000.0,3226000000.0,3226000000.0,40000000.0,,,4887000000.0,,,716000000.0,,0.0,0.0,,,,,34000000.0,,,,,1846000000.0,,,,,0.0,,,,,,,0.0,,-228000000.0,,,,,,,,,,,,,,,,,,,,
CAH,3251000000.0,-750000000.0,-783000000.0,1139000000.0,,-511000000.0,214000000.0,191000000.0,5133000000.0,4076000000.0,-9000000.0,1066000000.0,-847000000.0,-847000000.0,46000000.0,,-499000000.0,-499000000.0,-750000000.0,-750000000.0,,356000000.0,,356000000.0,-783000000.0,1139000000.0,-1849000000.0,-1849000000.0,,-169000000.0,385000000.0,-554000000.0,-1181000000.0,9000000.0,-1190000000.0,-499000000.0,12000000.0,-511000000.0,3762000000.0,3762000000.0,1510000000.0,1391000000.0,1824000000.0,1824000000.0,,,1115000000.0,-996000000.0,-996000000.0,,121000000.0,636000000.0,-104000000.0,-104000000.0,710000000.0,710000000.0,,,0.0,853000000.0,,,,-433000000.0,,,,,,,,,,36000000.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
KMX,-6690000.0,-94086000.0,-12135910000.0,12514650000.0,44766000.0,-465307000.0,123545000.0,164612000.0,1250410000.0,951004000.0,,299406000.0,307787000.0,307787000.0,-21633000.0,,,,-49320000.0,-94086000.0,44766000.0,378740000.0,,378740000.0,-12135910000.0,12514650000.0,-466998000.0,-466998000.0,,-3042000.0,3151000.0,-6193000.0,0.0,0.0,0.0,1351000.0,1351000.0,,458617000.0,458617000.0,-796000000.0,118511000.0,118511000.0,118511000.0,,,48072000.0,-902939000.0,77630000.0,9252000.0,119720000.0,,-4800000.0,-4800000.0,260414000.0,260414000.0,,,,479204000.0,-465307000.0,,26037000.0,,,,,,,,,,,390827000.0,,-85681000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL,997000000.0,,-7860000000.0,2961000000.0,5000000.0,-3284000000.0,,,2436000000.0,6037000000.0,17000000.0,-3618000000.0,-5089000000.0,-5089000000.0,-197000000.0,2000000.0,,,5000000.0,,5000000.0,-4899000000.0,-200000000.0,-4699000000.0,-7660000000.0,2961000000.0,-2810000000.0,-2810000000.0,134000000.0,0.0,0.0,0.0,0.0,,0.0,-2944000000.0,340000000.0,-3284000000.0,4281000000.0,4280000000.0,1525000000.0,224000000.0,77000000.0,77000000.0,,,-85000000.0,-180000000.0,,363000000.0,53000000.0,21000000.0,,,2370000000.0,2370000000.0,23000000.0,,,-74000000.0,,1169000000.0,,147000000.0,,,397000000.0,,,,,-200000000.0,,,-88000000.0,,,13000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARR,2138000000.0,-62000000.0,-111000000.0,5609000000.0,,-469000000.0,320000000.0,942000000.0,10015000000.0,3527000000.0,88000000.0,6559000000.0,4612000000.0,4612000000.0,-189000000.0,,-620000000.0,-620000000.0,-62000000.0,-62000000.0,,5483000000.0,-15000000.0,5498000000.0,-111000000.0,5609000000.0,-660000000.0,-660000000.0,23000000.0,-50000000.0,0.0,-50000000.0,-164000000.0,54000000.0,-218000000.0,,,,2607000000.0,2607000000.0,616000000.0,477000000.0,,,,,237000000.0,-55000000.0,-148000000.0,-35000000.0,81000000.0,0.0,-233000000.0,-233000000.0,542000000.0,542000000.0,67000000.0,,,1440000000.0,-469000000.0,74000000.0,-117000000.0,,,,,242000000.0,242000000.0,300000000.0,278000000.0,,,,,,,-211000000.0,,,,,,,,,,,129000000.0,,,,,-159000000.0,,,,,,,,,,,,,,,,
CTLT,-59000000.0,,-1116000000.0,1200000000.0,,-327000000.0,226000000.0,43000000.0,289000000.0,280000000.0,-6000000.0,15000000.0,74000000.0,74000000.0,-19000000.0,9000000.0,0.0,,,,,84000000.0,,84000000.0,-1116000000.0,1200000000.0,-327000000.0,-327000000.0,,-1000000.0,0.0,-1000000.0,0.0,0.0,0.0,-326000000.0,1000000.0,-327000000.0,268000000.0,268000000.0,-62000000.0,-84000000.0,-84000000.0,-84000000.0,,,109000000.0,79000000.0,79000000.0,21000000.0,68000000.0,716000000.0,-28000000.0,-28000000.0,489000000.0,489000000.0,25000000.0,12000000.0,,-1043000000.0,,-166000000.0,,,,,,,,,,,,82000000.0,,,,,,,,13000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAT,9793000000.0,-4975000000.0,-6318000000.0,8257000000.0,12000000.0,-3092000000.0,,,6985000000.0,7013000000.0,-110000000.0,82000000.0,-6932000000.0,-6932000000.0,,,-2563000000.0,-2563000000.0,-4963000000.0,-4975000000.0,12000000.0,594000000.0,-1345000000.0,1939000000.0,-6318000000.0,8257000000.0,-5871000000.0,-5871000000.0,-967000000.0,-2589000000.0,1891000000.0,-4480000000.0,-4000000.0,,-4000000.0,781000000.0,781000000.0,,12885000000.0,12885000000.0,151000000.0,528000000.0,-754000000.0,-754000000.0,,,-364000000.0,-437000000.0,,375000000.0,,0.0,-592000000.0,-592000000.0,2144000000.0,2144000000.0,475000000.0,-97000000.0,572000000.0,10332000000.0,-3092000000.0,80000000.0,-95000000.0,1282000000.0,,,,,,,,,,,,439000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBOE,1030600000.0,-83900000.0,-305000000.0,0.0,,-45000000.0,56700000.0,286400000.0,1397100000.0,979900000.0,52800000.0,364400000.0,-656100000.0,-656100000.0,-13100000.0,-30600000.0,-223500000.0,-223500000.0,-83900000.0,-83900000.0,,-305000000.0,-305000000.0,0.0,,0.0,-55100000.0,-55100000.0,300000.0,-11200000.0,135700000.0,-146900000.0,0.0,,0.0,-45000000.0,,-45000000.0,1075600000.0,1075600000.0,175600000.0,-117100000.0,-117100000.0,-19100000.0,-2800000.0,-2800000.0,,13100000.0,39400000.0,-11800000.0,41300000.0,1800000.0,-15200000.0,-15200000.0,158000000.0,158000000.0,-39500000.0,,,761400000.0,,276800000.0,-44100000.0,,,,,125000000.0,125000000.0,33000000.0,-2700000.0,-305000000.0,,4000000.0,100000.0,46900000.0,,-36900000.0,,,,,,800000.0,,,,,,,,,,,,800000.0,,,,,,,,,,,,,,
CBRE,175000000.0,-665000000.0,-4664000000.0,5805000000.0,,-305000000.0,191000000.0,467000000.0,1371000000.0,1405000000.0,13000000.0,-47000000.0,154000000.0,154000000.0,-322000000.0,,,,-665000000.0,-665000000.0,,1141000000.0,-178000000.0,1319000000.0,-480000000.0,1799000000.0,-681000000.0,-681000000.0,-6000000.0,0.0,0.0,0.0,-330000000.0,,-330000000.0,,,,480000000.0,480000000.0,-1108000000.0,22000000.0,,,,,81000000.0,-860000000.0,,-114000000.0,96000000.0,0.0,,,622000000.0,622000000.0,-315000000.0,,0.0,1027000000.0,-305000000.0,-270000000.0,,,,,,,,,-6000000.0,-4184000000.0,4006000000.0,16000000.0,,218000000.0,,-282000000.0,,,,,,,,,,,256000000.0,,-94000000.0,77000000.0,-171000000.0,,,,,54000000.0,,,,,,,,,,,,
CDW,1450500000.0,-500000000.0,-432000000.0,207600000.0,,-148200000.0,233200000.0,401400000.0,588700000.0,315200000.0,3100000.0,270400000.0,-1098700000.0,-1098700000.0,-102100000.0,49300000.0,-321500000.0,-321500000.0,-500000000.0,-500000000.0,,-224400000.0,207600000.0,-432000000.0,-432000000.0,0.0,-229600000.0,-229600000.0,-5000000.0,,,,-76400000.0,0.0,-76400000.0,,,,1598700000.0,1598700000.0,118800000.0,-55400000.0,-55400000.0,-55400000.0,,,139000000.0,-54500000.0,-54500000.0,29000000.0,93700000.0,,-32700000.0,-32700000.0,270700000.0,270700000.0,,,,1104300000.0,-148200000.0,,183300000.0,,,,,219000000.0,219000000.0,52000000.0,,-282000000.0,207600000.0,14900000.0,,-93600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE,1331000000.0,0.0,-4541000000.0,3453000000.0,,-568000000.0,237000000.0,780000000.0,1805000000.0,1508000000.0,-12000000.0,309000000.0,-1456000000.0,-1456000000.0,-63000000.0,,-305000000.0,-305000000.0,0.0,0.0,,-1088000000.0,-429000000.0,-659000000.0,-3660000000.0,3001000000.0,-134000000.0,-134000000.0,-98000000.0,0.0,0.0,,532000000.0,532000000.0,,,,,1899000000.0,1901000000.0,516000000.0,20000000.0,20000000.0,20000000.0,,,398000000.0,105000000.0,105000000.0,-27000000.0,40000000.0,15000000.0,-967000000.0,-967000000.0,739000000.0,739000000.0,-379000000.0,67000000.0,-501000000.0,1964000000.0,-568000000.0,,277000000.0,,,,,,,739000000.0,,-881000000.0,452000000.0,,,-284000000.0,,55000000.0,,,,,,,,,,-2000000.0,,,,,,,,,,,,,,,,,,,,,,
COR,3452975000.0,-1180728000.0,-78999244000.0,78375986000.0,,-458359000.0,,,2752889000.0,3593539000.0,72759000.0,-913409000.0,-2222278000.0,-2222278000.0,-80692000.0,61152000.0,-398752000.0,-398752000.0,-1180728000.0,-1180728000.0,,-623258000.0,30548000.0,-653806000.0,-811353000.0,157547000.0,-2602465000.0,-2602465000.0,9004000.0,,,,-2153110000.0,0.0,-2153110000.0,,,,3911334000.0,3911334000.0,874542000.0,5958417000.0,5907305000.0,6103451000.0,-196146000.0,-196146000.0,-2183368000.0,-2609585000.0,-2711786000.0,304126000.0,124624000.0,0.0,-118864000.0,-118864000.0,980848000.0,980848000.0,-40907000.0,,-40665000.0,1732576000.0,-458359000.0,,,51112000.0,,,109041000.0,562018000.0,562018000.0,418830000.0,,-78187891000.0,78218439000.0,54389000.0,,-399963000.0,,-242000.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
CNC,7254000000.0,-1633000000.0,-2316000000.0,2335000000.0,44000000.0,-799000000.0,688000000.0,883000000.0,17452000000.0,12330000000.0,-32000000.0,5204000000.0,-1658000000.0,-1658000000.0,-88000000.0,,,,-1589000000.0,-1633000000.0,44000000.0,19000000.0,,19000000.0,-2316000000.0,2335000000.0,-1191000000.0,-1191000000.0,,-1099000000.0,5523000000.0,-6622000000.0,707000000.0,707000000.0,0.0,,,,8053000000.0,8053000000.0,3374000000.0,3398000000.0,,,,,,-2380000000.0,-2380000000.0,172000000.0,216000000.0,529000000.0,-78000000.0,-78000000.0,1293000000.0,1293000000.0,-152000000.0,,-152000000.0,2699000000.0,-799000000.0,234000000.0,5000000.0,,,,,,,,,,,,0.0,2117000000.0,,,,,,,,,,,,,,,,,,-50000000.0,,,,,,,,,,,,,,,,
CNP,-524000000.0,-800000000.0,-3190000000.0,6044000000.0,,-4401000000.0,664000000.0,215000000.0,109000000.0,91000000.0,,18000000.0,374000000.0,374000000.0,-80000000.0,,-535000000.0,-485000000.0,,,,1789000000.0,-1065000000.0,2854000000.0,-3190000000.0,6044000000.0,-4233000000.0,-4233000000.0,24000000.0,0.0,0.0,,144000000.0,144000000.0,,,,,3877000000.0,3877000000.0,1491000000.0,-302000000.0,-302000000.0,-302000000.0,,,167000000.0,349000000.0,423000000.0,28000000.0,,,31000000.0,31000000.0,1401000000.0,1401000000.0,9000000.0,,13000000.0,917000000.0,-4401000000.0,1277000000.0,,,-800000000.0,-800000000.0,,309000000.0,309000000.0,1092000000.0,-4000000.0,,,,,,,0.0,,,,,,,,,,,0.0,-50000000.0,,,,,,,,,,,,,,,,,,,,
CF,2256000000.0,-580000000.0,0.0,,,-501000000.0,145000000.0,373000000.0,2032000000.0,2323000000.0,3000000.0,-294000000.0,-1372000000.0,-1372000000.0,-483000000.0,2000000.0,-311000000.0,-311000000.0,-580000000.0,-580000000.0,,0.0,,0.0,0.0,,-1679000000.0,-1679000000.0,5000000.0,0.0,1000000.0,-1000000.0,-1223000000.0,,-1223000000.0,-498000000.0,1000000.0,-499000000.0,2757000000.0,2757000000.0,20000000.0,-88000000.0,,,,,152000000.0,100000000.0,100000000.0,-60000000.0,37000000.0,43000000.0,81000000.0,81000000.0,869000000.0,869000000.0,-71000000.0,0.0,,1838000000.0,,-144000000.0,,,,,,,,,-39000000.0,,,,-35000000.0,,,3000000.0,,,,,,37000000.0,-2000000.0,,,,,,,,,,,39000000.0,,0.0,,,,,,,,,,,,
CRL,365370000.0,-24155000.0,-851676000.0,776353000.0,,-318528000.0,132101000.0,90374000.0,284480000.0,241214000.0,8044000.0,35222000.0,-85521000.0,-85521000.0,-11640000.0,25597000.0,,,-24155000.0,-24155000.0,,-75323000.0,,-75323000.0,-851676000.0,776353000.0,-563155000.0,-563155000.0,-2294000.0,-47548000.0,6667000.0,-54215000.0,-194785000.0,0.0,-194785000.0,,,,683898000.0,683898000.0,-102380000.0,-7980000.0,-20427000.0,-20427000.0,,,-62301000.0,-33434000.0,,3402000.0,72048000.0,41911000.0,-50903000.0,-50903000.0,314124000.0,314124000.0,-92899000.0,,961000.0,480370000.0,-318528000.0,1335000.0,,12447000.0,,,,,,,,,,18225000.0,,,,-97827000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHW,18887000000.0,-3309000000.0,-51135000000.0,72297000000.0,0.0,-700000000.0,5623000000.0,1620000000.0,74473000000.0,58720000000.0,,15753000000.0,-61245000000.0,-61245000000.0,-100000000.0,49000000.0,-2276000000.0,,-2842000000.0,-2842000000.0,,21162000000.0,1896000000.0,19266000000.0,-36031000000.0,55297000000.0,57411000000.0,57411000000.0,-935000000.0,58947000000.0,60434000000.0,-1487000000.0,,,,-700000000.0,,-700000000.0,19587000000.0,19587000000.0,11808000000.0,-7796000000.0,-12652000000.0,-12652000000.0,,,,-2135000000.0,-2135000000.0,702000000.0,320000000.0,,-478000000.0,-478000000.0,1338000000.0,1338000000.0,,,,5067000000.0,,,21739000000.0,4856000000.0,-467000000.0,-467000000.0,,534000000.0,534000000.0,804000000.0,,-15104000000.0,17000000000.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHTR,3490000000.0,-3215000000.0,-21938000000.0,22062000000.0,,-10943000000.0,5020000000.0,1470000000.0,709000000.0,645000000.0,,64000000.0,-3242000000.0,-3242000000.0,-173000000.0,22000000.0,,,-3215000000.0,-3215000000.0,,124000000.0,,124000000.0,-21938000000.0,22062000000.0,-11127000000.0,-11127000000.0,-184000000.0,,,,,,,-11115000000.0,,-11115000000.0,14433000000.0,14433000000.0,-447000000.0,169000000.0,169000000.0,169000000.0,,,,-44000000.0,-44000000.0,311000000.0,692000000.0,,-80000000.0,-80000000.0,8696000000.0,8696000000.0,,,,5261000000.0,172000000.0,,,,,,-572000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
